- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F704327446","Bus occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident")	2								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1739107991","Bus occupant injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1295467196","Bus occupant injured in collision with pedal cycle : unspecified bus occupant injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1206757646","Pedal cycle as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1372555837","Bus occupant injured in collision with pedestrian or animal : unspecified bus occupant injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2123695182","Pedestrian as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F268252905","Bus occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F774403547","Fixed or stationary object as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F310533720","Bus occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident")	3						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1790376829","Bus occupant injured in collision with fixed or stationary object : unspecified bus occupant injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F774403547","Fixed or stationary object as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1352628288","Bus occupant injured in noncollision transport accident : driver injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F941470333","Bus occupant injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident")	2								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2068866584","Bus occupant injured in collision with fixed or stationary object : passenger injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F774403547","Fixed or stationary object as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F619019004","Bus occupant injured in collision with car, pick-up truck or van : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1984836606","Bus occupant injured in collision with other nonmotor vehicle : unspecified bus occupant injured in nontraffic accident")	0														
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F679251754","Bus occupant injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1206757646","Pedal cycle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2009699266","Bus occupant injured in collision with railway train or railway vehicle : unspecified bus occupant injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F889448343","Bus occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F627235524","Bus occupant injured in collision with pedestrian or animal : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2123695182","Pedestrian as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1557258199","Bus occupant injured in collision with pedal cycle : passenger injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1206757646","Pedal cycle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1714359977","Bus occupant injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident")	3						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
																
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2060961320","Bus occupant injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1565949929","Bus occupant injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident")	2								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F903132586","Bus occupant injured in noncollision transport accident : passenger injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1346906627","Bus occupant injured in collision with car, pick-up truck or van : unspecified bus occupant injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")								
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1101969258","Bus occupant injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1286660740","Bus occupant injured in collision with two- or three-wheeled motor vehicle : unspecified bus occupant injured in nontraffic accident")	1														
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F48456451","Bus occupant injured in collision with other nonmotor vehicle : driver injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F56935229","Bus occupant injured in collision with railway train or railway vehicle : driver injured in nontraffic accident")	3						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
																
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1798396739","Bus occupant injured in collision with heavy transport vehicle or bus : unspecified bus occupant injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F530320318","Bus occupant injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F319159912","Bus occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F881084329","Bus occupant injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2123695182","Pedestrian as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F607267009","Bus occupant injured in noncollision transport accident : unspecified bus occupant injured in nontraffic accident")	0														
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F242915031","Bus occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F505129858","Bus occupant injured in collision with fixed or stationary object : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F774403547","Fixed or stationary object as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1098507605","Bus occupant injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F380853503","Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle")	2	UNINT	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F565906867","Exposure to land transport off-road injury event")			=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F422450595","Heavy goods vehicle as mode of transport of person injured in transport related event")									
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F622445736","Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1983196570","Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident")	3						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F634295963","Occupant of heavy transport vehicle injured in noncollision transport accident : passenger injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F327081996","Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : driver injured in nontraffic accident")	3						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
																
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F260450445","Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F889149901","Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F696267122","Occupant of heavy transport vehicle injured in collision with pedal cycle : driver injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1206757646","Pedal cycle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1791878425","Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2008190374","Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1345533031","Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2123695182","Pedestrian as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1210553509","Vehicle passenger injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1554694579","Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of heavy transport vehicle injured in nontraffic accident")	1			=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1350449975","Three-wheeled motor vehicle or scooter")											
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1563255181","Occupant of heavy transport vehicle injured in collision with pedal cycle : unspecified occupant of heavy transport vehicle injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1206757646","Pedal cycle as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1741926643","Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : unspecified occupant of heavy transport vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")								
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F509654502","Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F992212838","Bus or coach as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F671584590","Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident")	2								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F535238106","Occupant of heavy transport vehicle injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F774403547","Fixed or stationary object as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F52419929","Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F43548007","Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident")	3						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F788642162","Railway vehicle as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F614360216","Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident")	2						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F2123695182","Pedestrian as counterpart in land transport crash")		=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F987156005","Person on outside of vehicle or in load space injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1082481423","Occupant of heavy transport vehicle injured in noncollision transport accident : driver injured in nontraffic accident")	1								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1594880101","Vehicle driver injured in transport related event")						
- - - - -	=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F1079118130","Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : unspecified occupant of heavy transport vehicle injured in nontraffic accident")	1						=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F899576709","Car as counterpart in land transport crash")								
								=HYPERLINK("https://icd.who.int/dev11/f/en#/http%3A%2F%2Fid.who.int%2Ficd%2Fentity%2F227633037","Pick-up truck, goods or work van, ambulance or motor home as counterpart in land transport crash")								
